query	target	evalue	prob	TP/FP(SF)
d1ex0a1/b.1.18	d1sq2n_/b.1.1	0.00678	0.900	FP
d1ex0a1/b.1.18	d1nepa_/b.1.18	0.00991	0.900	TP
d2ps1a_/c.61.1	d1ecfa1/c.61.1	0.000168	0.999	TP
d2qqia1/b.18.1	d1jhja_/b.18.1	0.00198	0.999	TP
d2uubt1/a.7.6	d2crba1/a.7.16	0.167	0.949	FP
d2v2ff_/e.3.1	d1k38a_/e.3.1	0.000637	0.999	TP
d2v2ff_/e.3.1	d3beca2/e.3.1	0.000113	0.999	TP
d2veaa3/d.110.3	d1n9la_/d.110.3	0.00187	0.999	TP
d2vl6a_/b.40.4	d1l0wa1/b.40.4	0.00566	0.999	TP
d2vl6a_/b.40.4	d1b8aa1/b.40.4	0.0435	0.949	TP
d2vl6a_/b.40.4	d1eova1/b.40.4	0.029	0.900	TP
d2vxti_/b.42.1	d1xhba1/b.42.2	0.0107	0.999	FP
d2vxti_/b.42.1	d1ggpb2/b.42.2	0.00913	0.999	FP
d2vxti_/b.42.1	d1n4ka2/b.42.6	0.0208	0.949	FP
d3kdfa_/b.40.4	d1eova1/b.40.4	0.0182	0.949	TP
d3kvqa_/b.1.1	d1iama2/b.1.1	0.00279	0.999	TP
d3kvqa_/b.1.1	d1smoa_/b.1.1	0.0022	0.999	TP
d3kvqa_/b.1.1	d1ev2e2/b.1.1	0.00163	0.999	TP
d3kvqa_/b.1.1	d2ak4d1/b.1.1	0.00128	0.999	TP
d3kvqa_/b.1.1	d1ugna1/b.1.1	0.00355	0.999	TP
d3kvqa_/b.1.1	d1ogae1/b.1.1	0.00315	0.999	TP
d3kvqa_/b.1.1	d2a4ca_/b.1.6	0.00984	0.949	FP
d3lfha_/c.54.1	d3ct6a1/c.54.1	0.0105	0.900	TP
d3niwa_/c.108.1	d1vjra_/c.108.1	3.39e-05	0.999	TP
d3niwa_/c.108.1	d2gmwa1/c.108.1	0.000264	0.999	TP
d2r0ha_/b.29.1	d1okqa2/b.29.1	0.000528	0.999	TP
d2r0ha_/b.29.1	d2ah2a1/b.29.1	0.00358	0.999	TP
d2r0ha_/b.29.1	d1h30a2/b.29.1	0.00488	0.900	TP
d2r0ha_/b.29.1	d2fnja1/b.29.1	0.0178	0.900	TP
d2rb4a_/c.37.1	d2eyqa3/c.37.1	0.000472	0.999	TP
d2rb4a_/c.37.1	d1gkub2/c.37.1	0.00252	0.999	TP
d2rb4a_/c.37.1	d1yksa2/c.37.1	0.00498	0.949	TP
d2rb4a_/c.37.1	d1z3ix2/c.37.1	0.032	0.949	TP
d2tbva_/b.121.4	d1aym1_/b.121.4	0.000187	0.999	TP
d2tbva_/b.121.4	d1tme3_/b.121.4	0.00131	0.999	TP
d2tbva_/b.121.4	d1stma_/b.121.7	0.0493	0.949	FP
d2vapa1/c.32.1	d2ehda_/c.2.1	0.00076	0.949	FP
d1ct9a1/c.26.2	d1ni5a1/c.26.2	0.0251	0.949	TP
d1dgwa_/b.82.1	d2pa7a1/b.82.1	0.00208	0.999	TP
d1dgwa_/b.82.1	d1ne6a2/b.82.3	0.0368	0.949	FP
d1dusa_/c.66.1	d2b9ea1/c.66.1	0.00286	0.999	TP
d2fiwa1/d.108.1	d2fsra1/d.108.1	0.000131	0.999	TP
d2fiwa1/d.108.1	d2ozga2/d.108.1	0.00123	0.999	TP
d2fiwa1/d.108.1	d1yx0a1/d.108.1	0.000516	0.999	TP
d2fsra1/d.108.1	d2fiwa1/d.108.1	0.000244	0.999	TP
d2fsra1/d.108.1	d1y9ka1/d.108.1	0.00056	0.999	TP
d2fsra1/d.108.1	d1bo4a_/d.108.1	0.00421	0.949	TP
d2fsra1/d.108.1	d1n71a_/d.108.1	0.00601	0.949	TP
d2g17a1/c.2.1	d1q0qa2/c.2.1	0.00131	0.999	TP
d2g17a1/c.2.1	d1f06a1/c.2.1	0.00102	0.999	TP
d2g17a1/c.2.1	d1t2da1/c.2.1	0.00803	0.949	TP
d2g17a1/c.2.1	d1v4va_/c.87.1	0.00179	0.949	FP
d2g17a1/c.2.1	d1yl7a1/c.2.1	0.0435	0.900	TP
d2g17a1/c.2.1	d1ydwa1/c.2.1	0.00855	0.900	TP
d2g7sa1/a.4.1	d2o7ta1/a.4.1	0.034	0.999	TP
d2g7sa1/a.4.1	d2oi8a1/a.4.1	0.0282	0.999	TP
d2g7sa1/a.4.1	d1t33a1/a.4.1	0.0233	0.999	TP
d1p4ca_/c.1.4	d3s5oa_/c.1.10	0.000206	0.999	FP
d1p4ca_/c.1.4	d1q6oa_/c.1.2	0.000692	0.999	FP
d1p4ca_/c.1.4	d1vcva1/c.1.10	0.000262	0.999	FP
d1p4ca_/c.1.4	d2g50a2/c.1.12	2.04e-06	0.999	FP
d1p4ca_/c.1.4	d1vhna_/c.1.4	0.000262	0.999	TP
d1p4ca_/c.1.4	d1vyra_/c.1.4	0.000152	0.999	TP
d1p4ca_/c.1.4	d1sgja_/c.1.12	0.00247	0.949	FP
d1p4ca_/c.1.4	d1pyfa_/c.1.7	0.00106	0.949	FP
d1p4ca_/c.1.4	d1r30a_/c.1.28	9.92e-05	0.949	FP
d1p4ca_/c.1.4	d1vqta1/c.1.2	0.0336	0.900	FP
d1p4ca_/c.1.4	d1v93a_/c.1.23	0.00194	0.900	FP
d1p4ca_/c.1.4	d1jnda1/c.1.8	0.00427	0.900	FP
d1p4ca_/c.1.4	d2qapa1/c.1.10	0.00135	0.900	FP
d1p4ca_/c.1.4	d2fiqa1/c.1.10	0.00378	0.900	FP
d1p4ca_/c.1.4	d1a0ca_/c.1.15	0.000511	0.900	FP
d1q15a2/d.153.1	d1ecfa2/d.153.1	0.00112	0.999	TP
d1u5sa1/b.34.2	d1ri9a_/b.34.2	0.0362	0.949	TP
d1u5sa1/b.34.2	d1t0ha_/b.34.2	0.129	0.900	TP
d1u6ma_/d.108.1	d1m4ia_/d.108.1	0.0042	0.999	TP
d1ugna1/b.1.1	d1qz1a3/b.1.1	0.00152	0.999	TP
d1ugna1/b.1.1	d3kvqa_/b.1.1	0.00143	0.999	TP
d1ugna1/b.1.1	d3rnqa_/b.1.1	0.00112	0.999	TP
d1ugna1/b.1.1	d1hxma1/b.1.1	0.000647	0.999	TP
d1ugna1/b.1.1	d1zxqa1/b.1.1	0.00248	0.999	TP
d1ugna1/b.1.1	d1koaa1/b.1.1	0.00456	0.900	TP
d1ugna1/b.1.1	d1cfba1/b.1.2	0.00892	0.900	FP
d1ugna1/b.1.1	d1ogae1/b.1.1	0.0341	0.900	TP
d1ulya_/a.4.5	d1lvaa4/a.4.5	0.229	0.900	TP
d1ulya_/a.4.5	d1p6ra_/a.4.5	0.119	0.900	TP
d1ursa_/c.94.1	d2fyia1/c.94.1	0.000601	0.999	TP
d1ursa_/c.94.1	d3k4ua_/c.94.1	0.000196	0.999	TP
d1ursa_/c.94.1	d3delb_/c.94.1	0.00139	0.900	TP
d1q2ya_/d.108.1	d1ufha_/d.108.1	0.00271	0.999	TP
d1q2ya_/d.108.1	d2gana1/d.108.1	0.0024	0.999	TP
d1q2ya_/d.108.1	d1yrea1/d.108.1	0.00052	0.999	TP
d1q2ya_/d.108.1	d2fsra1/d.108.1	0.0151	0.949	TP
d1q2ya_/d.108.1	d1ne9a2/d.108.1	0.1	0.900	TP
d1q5ya_/d.58.18	d1u8sa2/d.58.18	0.00125	0.999	TP
d1q5ya_/d.58.18	d1nh8a2/d.58.5	0.0273	0.900	FP
d1q5ya_/d.58.18	d1naqa_/d.58.5	0.00795	0.900	FP
d1q5ya_/d.58.18	d2iyga_/d.58.10	0.0194	0.900	FP
d1q5ya_/d.58.18	d1s7ia_/d.58.4	0.00694	0.900	FP
d1q8ia1/c.55.3	d1nh8a2/d.58.5	0.0286	0.900	FP
d1iowa1/c.30.1	d2qv7a1/e.52.1	0.0349	0.900	FP
d1jnda1/c.1.8	d3ovpa_/c.1.2	9.21e-05	0.999	FP
d1jnda1/c.1.8	d1kkoa1/c.1.11	0.000268	0.999	FP
d1jnda1/c.1.8	d1xi3a_/c.1.3	0.000992	0.999	FP
d1jnda1/c.1.8	d1djqa1/c.1.4	0.000212	0.999	FP
d1jnda1/c.1.8	d1xwya1/c.1.9	0.00242	0.949	FP
d1jnda1/c.1.8	d3eb2a_/c.1.10	0.00413	0.949	FP
d1jnda1/c.1.8	d1p0ka_/c.1.4	0.0153	0.949	FP
d1jnda1/c.1.8	d1w32a_/c.1.8	0.00242	0.949	TP
d1jnda1/c.1.8	d1jr1a1/c.1.5	0.00556	0.949	FP
d1jnda1/c.1.8	d1vcfa1/c.1.4	0.00289	0.900	FP
d1jnda1/c.1.8	d1zfja1/c.1.5	0.012	0.900	FP
d1jnda1/c.1.8	d1u1ja1/c.1.22	0.00389	0.900	FP
d2bv4a_/b.115.1	d1c3ha_/b.22.1	0.0384	0.949	FP
d2c4ja1/a.45.1	d2fnoa1/a.45.1	0.182	0.949	TP
d2c95a_/c.37.1	d1deka_/c.37.1	0.00143	0.999	TP
d2c95a_/c.37.1	d3akea_/c.37.1	0.000653	0.999	TP
d1eyea_/c.1.21	d3f4wa_/c.1.2	0.000962	0.999	FP
d1eyea_/c.1.21	d1ujpa_/c.1.2	0.000633	0.999	FP
d1eyea_/c.1.21	d1jpdx1/c.1.11	0.00266	0.949	FP
d1eyea_/c.1.21	d1yeya1/c.1.11	0.00783	0.949	FP
d1eyea_/c.1.21	d3taob_/c.1.1	0.00266	0.949	FP
d1eyea_/c.1.21	d1xg4a_/c.1.12	0.00381	0.949	FP
d1eyea_/c.1.21	d1p0ka_/c.1.4	0.00381	0.949	FP
d1eyea_/c.1.21	d3n6qa_/c.1.7	0.00654	0.949	FP
d1eyea_/c.1.21	d1ht6a2/c.1.8	0.00515	0.949	FP
d1eyea_/c.1.21	d3daqa_/c.1.10	0.0043	0.900	FP
d1eyea_/c.1.21	d1ec7a1/c.1.11	0.0217	0.900	FP
d1eyea_/c.1.21	d3n2ta_/c.1.7	0.0126	0.900	FP
d1eyea_/c.1.21	d1dosa_/c.1.10	0.00405	0.900	FP
d1g0sa_/d.113.1	d1q33a_/d.113.1	0.0013	0.999	TP
d1g0sa_/d.113.1	d1jkna_/d.113.1	0.000874	0.999	TP
d1g5aa2/c.1.8	d3igsa_/c.1.2	0.0202	0.949	FP
d1g5aa2/c.1.8	d1qnra_/c.1.8	0.0053	0.949	TP
d1g5aa2/c.1.8	d1sfla_/c.1.10	0.0121	0.900	FP
d1g5aa2/c.1.8	d2d69a1/c.1.14	0.00478	0.900	FP
d1lcya1/b.36.1	d3r68a_/b.36.1	0.00741	0.900	TP
d1lq9a_/d.58.4	d1tuwa_/d.58.4	0.0609	0.900	TP
d1lwha2/c.1.8	d1kwga2/c.1.8	0.00021	0.999	TP
d1lwha2/c.1.8	d1w0ma_/c.1.1	0.00224	0.949	FP
d1lwha2/c.1.8	d1gvfa_/c.1.10	0.00167	0.949	FP
d1lwha2/c.1.8	d2uy2a_/c.1.8	0.0014	0.949	TP
d1lwha2/c.1.8	d3mkva2/c.1.9	0.000647	0.949	FP
d1lwha2/c.1.8	d1ohla_/c.1.10	0.00382	0.949	FP
d1lwha2/c.1.8	d1jaka1/c.1.8	0.000338	0.949	TP
d1lwha2/c.1.8	d1thfd_/c.1.2	0.00825	0.900	FP
d1lwha2/c.1.8	d2g50a2/c.1.12	0.0118	0.900	FP
d1maia_/b.55.1	d1plsa_/b.55.1	0.00152	0.999	TP
d1maia_/b.55.1	d1v5ma_/b.55.1	0.00938	0.999	TP
d1maia_/b.55.1	d1qqga1/b.55.1	0.00243	0.999	TP
d1maia_/b.55.1	d1zsqa1/b.55.1	0.0106	0.949	TP
d1maia_/b.55.1	d1fhoa_/b.55.1	0.0362	0.900	TP
d1n9la_/d.110.3	d2oola2/d.110.3	0.0104	0.999	TP
d1n9la_/d.110.3	d2veaa3/d.110.3	0.00214	0.999	TP
d1ne9a2/d.108.1	d2d4pa1/d.108.1	0.00208	0.999	TP
d1ne9a2/d.108.1	d3fnca_/d.108.1	0.0104	0.949	TP
d1nhya2/c.47.1	d1okta2/c.47.1	0.00484	0.999	TP
d1nhya2/c.47.1	d1k0ma2/c.47.1	0.152	0.949	TP
d3fcxa_/c.69.1	d2b61a1/c.69.1	9.59e-05	0.999	TP
d3fcxa_/c.69.1	d1ivya_/c.69.1	0.000285	0.999	TP
d3i5ra_/b.34.2	d2jnga1/b.34.9	0.0138	0.999	FP
d3ijta_/d.129.3	d2q3qa_/d.129.3	0.00151	0.999	TP
d3lo3a_/d.58.4	d1vqsa_/d.58.4	0.000956	0.999	TP
d3lo3a_/d.58.4	d1q8ba_/d.58.4	0.00194	0.999	TP
d3lo3a_/d.58.4	d1r3na2/d.58.19	0.00109	0.999	FP
d3lo3a_/d.58.4	d2dy1a5/d.58.11	0.000365	0.999	FP
d3lo3a_/d.58.4	d1r8ha_/d.58.8	0.0162	0.949	FP
d3lo3a_/d.58.4	d1s7ia_/d.58.4	0.00394	0.949	TP
d3lo3a_/d.58.4	d1yqha1/d.58.48	0.0117	0.900	FP
d3f1la_/c.2.1	d1sqga2/c.66.1	0.000858	0.999	FP
d3f1la_/c.2.1	d1vi2a1/c.2.1	0.00312	0.999	TP
d3f1la_/c.2.1	d2dm6a2/c.2.1	0.00244	0.999	TP
d3f1la_/c.2.1	d1n2sa_/c.2.1	0.00312	0.999	TP
d3f1la_/c.2.1	d2r6ja_/c.2.1	0.00179	0.999	TP
d3f1la_/c.2.1	d2o57a1/c.66.1	0.00577	0.949	FP
d3f1la_/c.2.1	d1vbka1/c.26.2	0.00887	0.900	FP
d3f1la_/c.2.1	d1u8xx1/c.2.1	0.00887	0.900	TP
d3f1la_/c.2.1	d1pjca1/c.2.1	0.0185	0.900	TP
d3heia_/b.18.1	d1h6ya_/b.18.1	0.00203	0.999	TP
d3heia_/b.18.1	d2rj2a_/b.18.1	0.000548	0.999	TP
d3heia_/b.18.1	d2vmha_/b.18.1	0.00461	0.949	TP
d3heia_/b.18.1	d1o59a1/b.18.1	0.0237	0.949	TP
d3heia_/b.18.1	d1yi9a1/b.121.1	0.00267	0.900	FP
d3heia_/b.18.1	d1gv9a_/b.29.1	0.00713	0.900	FP
d3iwla_/d.58.17	d1ygya3/d.58.18	0.00319	0.949	FP
d3iwla_/d.58.17	d1zj8a1/d.58.36	0.0217	0.949	FP
d3iwla_/d.58.17	d1sc6a3/d.58.18	0.0217	0.949	FP
d3iwla_/d.58.17	d1eara2/d.58.38	0.0666	0.900	FP
d3iwla_/d.58.17	d1q8ka2/d.58.51	0.0264	0.900	FP
d2b5id2/g.18.1	d1ly2a1/g.18.1	0.418	0.900	TP
d2bg1a1/e.3.1	d1w79a1/e.3.1	0.00492	0.900	TP
d1jjga_/b.40.4	d2ja9a1/b.40.4	0.00352	0.999	TP
d1jjga_/b.40.4	d2asba1/b.40.4	0.0179	0.949	TP
d1jmaa_/b.1.1	d1ccza1/b.1.1	0.000804	0.999	TP
d1jmaa_/b.1.1	d1gl4b_/b.1.1	0.0139	0.949	TP
d1jyka_/c.68.1	d2e8ba_/c.68.1	0.000222	0.999	TP
d1jyka_/c.68.1	d1qg8a_/c.68.1	0.00132	0.900	TP
d1jyka_/c.68.1	d3u2ua_/c.68.1	0.0014	0.900	TP
d1k3ia3/b.69.1	d1w8oa3/b.68.1	0.000124	0.999	FP
d1k3ia3/b.69.1	d1v3ea_/b.68.1	0.00159	0.949	FP
d1k8ua_/a.39.1	d1yura1/a.39.1	0.0645	0.949	TP
d1kdga1/c.3.1	d1chua2/c.3.1	8.62e-05	0.999	TP
d1kdga1/c.3.1	d1fl2a1/c.3.1	0.000913	0.999	TP
d1kdga1/c.3.1	d1trba1/c.3.1	0.0123	0.900	TP
d3bq7a_/a.60.1	d1b4fa_/a.60.1	0.0631	0.999	TP
d3buxb1/a.39.1	d1qx2a_/a.39.1	0.0776	0.949	TP
d3buxb1/a.39.1	d1tiza_/a.39.1	0.126	0.900	TP
d3c6ba_/c.69.1	d1lnsa3/c.69.1	5.94e-05	0.999	TP
d3c6ba_/c.69.1	d2r8ba1/c.69.1	0.000278	0.999	TP
d3c6ba_/c.69.1	d1ea5a_/c.69.1	2.75e-05	0.999	TP
d3c6ba_/c.69.1	d3g02a_/c.69.1	0.00109	0.949	TP
d3c6ba_/c.69.1	d1ys1x_/c.69.1	0.000964	0.900	TP
d3cx5a1/d.185.1	d1q2la3/d.185.1	0.000251	0.999	TP
d2g3aa1/d.108.1	d1qsma_/d.108.1	0.00946	0.999	TP
d2g3aa1/d.108.1	d2gana1/d.108.1	0.00121	0.999	TP
d2g3aa1/d.108.1	d2z10a_/d.108.1	0.00172	0.999	TP
d2g7ga1/a.4.1	d2np5a1/a.4.1	0.127	0.949	TP
d2g7ga1/a.4.1	d1t56a1/a.4.1	0.165	0.900	TP
d2g7ga1/a.4.1	d2hyja1/a.4.1	0.176	0.900	TP
d2g7ga1/a.4.1	d2id6a1/a.4.1	0.201	0.900	TP
d2g80a1/c.108.1	d1swva_/c.108.1	0.014	0.900	TP
d2gfna1/a.4.1	d2vkva1/a.4.1	0.0315	0.999	TP
d2gfna1/a.4.1	d2hkua1/a.4.1	0.00722	0.999	TP
d1fi6a_/a.39.1	d1exra_/a.39.1	0.0195	0.949	TP
d1g8fa2/c.26.1	d1od6a_/c.26.1	0.00233	0.999	TP
d1g8fa2/c.26.1	d1ej2a_/c.26.1	0.000531	0.999	TP
d1gkra2/c.1.9	d2ob3a_/c.1.9	0.000185	0.999	TP
d1gkra2/c.1.9	d1lt7a_/c.1.26	0.0026	0.900	FP
d1iqpa2/c.37.1	d1d2na_/c.37.1	0.000678	0.999	TP
d1iyua_/b.84.1	d3klra_/b.84.1	0.0261	0.900	TP
d1j27a_/d.58.50	d2q43a2/d.58.19	0.00147	0.999	FP
d1j27a_/d.58.50	d1q5ya_/d.58.18	0.0156	0.949	FP
d1j27a_/d.58.50	d1q8ba_/d.58.4	0.00758	0.949	FP
d1j27a_/d.58.50	d2byca1/d.58.10	0.03	0.949	FP
d1j27a_/d.58.50	d1f60b_/d.58.12	0.00985	0.900	FP
d1j27a_/d.58.50	d2a10a1/d.58.56	0.012	0.900	FP
d1j27a_/d.58.50	d1vgya2/d.58.19	0.00345	0.900	FP
d1j6qa_/b.40.9	d1b8aa1/b.40.4	0.00232	0.999	FP
d1jb7a2/b.40.4	d1iyjb5/b.40.4	0.00615	0.999	TP
d1jb7a2/b.40.4	d1jb7a1/b.40.4	0.00164	0.999	TP
d1jb7a2/b.40.4	d2oq0a2/b.40.16	0.0577	0.949	FP
d1jb7a2/b.40.4	d1l0wa1/b.40.4	0.129	0.900	TP
d1jeyb2/c.62.1	d1yvra2/c.62.1	0.00138	0.949	TP
d2j73a_/b.3.1	d2fhfa3/b.3.1	0.00439	0.999	TP
d2j73a_/b.3.1	d1ti6b1/b.3.5	0.00317	0.999	FP
d2jdca1/d.108.1	d1ne9a2/d.108.1	0.113	0.900	TP
d2nt2a_/c.45.1	d1lyva_/c.45.1	0.0223	0.949	TP
d2nyva_/c.108.1	d2x4da_/c.108.1	3.17e-05	0.999	TP
d2nyva_/c.108.1	d1k1ea_/c.108.1	0.00282	0.999	TP
d2nyva_/c.108.1	d2bdea1/c.108.1	0.000657	0.999	TP
d2nyva_/c.108.1	d1l6ra_/c.108.1	0.00947	0.900	TP
d1v5qa_/b.36.1	d3cbza_/b.36.1	0.011	0.999	TP
d1vj2a_/b.82.1	d1pm4a_/b.135.1	0.0122	0.949	FP
d1vj2a_/b.82.1	d3i3qa_/b.82.2	0.024	0.949	FP
d1vj2a_/b.82.1	d1uxza_/b.18.1	0.015	0.900	FP
d1bf2a3/c.1.8	d1uasa2/c.1.8	0.000129	0.999	TP
d1ccwa_/c.23.6	d1ny5a1/c.23.1	0.0285	0.949	FP
d1ccwa_/c.23.6	d1a9xb2/c.23.16	0.0134	0.949	FP
d1ccwa_/c.23.6	d1oboa_/c.23.5	0.0049	0.900	FP
d1ccwa_/c.23.6	d1ydga_/c.23.5	0.00592	0.900	FP
d1ccwa_/c.23.6	d3dkra_/c.69.1	0.00216	0.900	FP
d1ckta_/a.21.1	d1j3da_/a.21.1	0.00753	0.999	TP
d1cz4a2/d.31.1	d1wlfa1/d.31.1	0.00238	0.999	TP
d1g8kb_/b.33.1	d2bmoa1/b.33.1	0.0199	0.999	TP
d1tuva_/d.58.4	d1tuwa_/d.58.4	0.00332	0.999	TP
d1tuva_/d.58.4	d2op5a1/d.58.4	0.00294	0.999	TP
d1tuva_/d.58.4	d2f1fa2/d.58.18	0.00294	0.949	FP
d1tuva_/d.58.4	d1rkia1/d.308.1	0.00614	0.900	FP
d1tuva_/d.58.4	d1q8ka2/d.58.51	0.0285	0.900	FP
d1txga2/c.2.1	d1llda1/c.2.1	0.00119	0.999	TP
d1txga2/c.2.1	d1ps9a3/c.4.1	0.0033	0.949	FP
d1txga2/c.2.1	d1tlta1/c.2.1	0.0271	0.900	TP
d1txga2/c.2.1	d1n7ha_/c.2.1	0.0173	0.900	TP
d1ub3a_/c.1.10	d1vlia2/c.1.10	0.00331	0.999	TP
d1ub3a_/c.1.10	d1jpdx1/c.1.11	0.00107	0.999	FP
d1ub3a_/c.1.10	d1vhna_/c.1.4	0.0012	0.999	FP
d1ub3a_/c.1.10	d1rd5a_/c.1.2	0.00232	0.999	FP
d1ub3a_/c.1.10	d1tx2a_/c.1.21	0.00084	0.999	FP
d1ub3a_/c.1.10	d1ur3m_/c.1.7	0.00678	0.949	FP
d1ub3a_/c.1.10	d1sgja_/c.1.12	0.0431	0.900	FP
d1ub3a_/c.1.10	d2fvka2/c.1.9	0.0116	0.900	FP
d1utea_/d.159.1	d1su1a_/d.159.1	0.000215	0.999	TP
d1utea_/d.159.1	d1s3la_/d.159.1	0.00416	0.900	TP
d1ecma_/a.130.1	d3reta_/a.130.1	0.0365	0.999	TP
d1elra_/a.118.8	d2ff4a2/a.118.8	0.0362	0.999	TP
d1epwa2/b.42.4	d1qxma2/b.42.2	0.00719	0.999	FP
d1epwa2/b.42.4	d1md6a_/b.42.1	0.0585	0.900	FP
d1r9la_/c.94.1	d3r26a_/c.94.1	3.84e-05	0.999	TP
d1r9la_/c.94.1	d3h7ma_/c.94.1	5.3e-05	0.999	TP
d1r9la_/c.94.1	d1us5a_/c.94.1	4.66e-05	0.999	TP
d1r9la_/c.94.1	d3e13x_/c.94.1	0.000266	0.949	TP
d1r9la_/c.94.1	d1eu8a_/c.94.1	5.66e-05	0.949	TP
d1r9la_/c.94.1	d1atga_/c.94.1	0.00126	0.900	TP
d1r9la_/c.94.1	d3kjta_/c.94.1	9.48e-05	0.900	TP
d1ryja_/d.15.3	d1z2ma2/d.15.1	0.00387	0.999	FP
d1ryja_/d.15.3	d3a4ra_/d.15.1	0.0369	0.949	FP
d1ryja_/d.15.3	d1ttna1/d.15.1	0.0565	0.900	FP
d1s4ea2/d.58.26	d1mg7a2/d.58.26	0.0389	0.900	TP
d1s98a_/b.124.1	d2p2ea1/b.124.1	0.00169	0.999	TP
d1biha2/b.1.1	d2yxma_/b.1.1	0.00229	0.999	TP
d1biha2/b.1.1	d1iray2/b.1.1	0.00337	0.999	TP
d1biha2/b.1.1	d1mjuh1/b.1.1	0.00155	0.999	TP
d1biha2/b.1.1	d2ntsp1/b.1.1	0.0142	0.949	TP
d1biha2/b.1.1	d2crya1/b.1.1	0.0292	0.949	TP
d1biha2/b.1.1	d2gj6d1/b.1.1	0.075	0.900	TP
d1biha2/b.1.1	d1ogae1/b.1.1	0.0481	0.900	TP
d1c8ua2/d.38.1	d2oiwa1/d.38.1	0.00253	0.999	TP
d1c8ua2/d.38.1	d2fuja1/d.38.1	0.00617	0.999	TP
d1c8ua2/d.38.1	d1pn2a1/d.38.1	0.00653	0.999	TP
d1t1ga_/c.41.1	d1tjya_/c.93.1	0.0117	0.949	FP
d1t82a_/d.38.1	d2oafa1/d.38.1	0.000776	0.999	TP
d1t82a_/d.38.1	d2bi0a2/d.38.1	0.00976	0.900	TP
d1tiza_/a.39.1	d2pvba_/a.39.1	0.00731	0.999	TP
d1tiza_/a.39.1	d1nyaa_/a.39.1	0.0121	0.999	TP
d1tl2a_/b.67.1	d1hxna_/b.66.1	0.0016	0.999	FP
d1tl2a_/b.67.1	d1k32a3/b.69.9	0.000501	0.999	FP
d1tl2a_/b.67.1	d2ghsa1/b.68.6	0.000352	0.999	FP
d1tl2a_/b.67.1	d1q7fa_/b.68.9	0.0109	0.949	FP
d1tl2a_/b.67.1	d1pjxa_/b.68.6	0.0147	0.949	FP
d1tl2a_/b.67.1	d1yfqa_/b.69.4	0.00563	0.949	FP
d1tl2a_/b.67.1	d1crua_/b.68.2	0.00802	0.949	FP
d1tl2a_/b.67.1	d1jtdb_/b.69.5	0.00536	0.900	FP
d1tqha_/c.69.1	d1ea5a_/c.69.1	3.62e-05	0.999	TP
d1tqha_/c.69.1	d1ivya_/c.69.1	0.00275	0.949	TP
d1nf2a_/c.108.1	d2c4na1/c.108.1	0.00583	0.900	TP
d1nm3a2/c.47.1	d2b5xa1/c.47.1	0.00123	0.999	TP
d1nm3a2/c.47.1	d2b1la_/c.47.1	0.0141	0.900	TP
d1nrjb_/c.37.1	d1mkya1/c.37.1	0.000353	0.999	TP
d1nrjb_/c.37.1	d1kk1a3/c.37.1	4.25e-05	0.999	TP
d1nrjb_/c.37.1	d1mkya2/c.37.1	9.79e-05	0.999	TP
d1nzaa_/d.58.5	d1b3ta_/d.58.8	0.0248	0.900	FP
d1o51a_/d.58.5	d1sc6a3/d.58.18	0.0195	0.949	FP
d1o51a_/d.58.5	d1ukua_/d.58.5	0.00944	0.949	TP
d1o51a_/d.58.5	d2j5aa1/d.58.14	0.0559	0.900	FP
d1o6za1/c.2.1	d1dlja2/c.2.1	0.00137	0.999	TP
d1o6za1/c.2.1	d1nw3a_/c.66.1	0.017	0.949	FP
d1o6za1/c.2.1	d1zema1/c.2.1	0.00454	0.900	TP
d1obba2/d.162.1	d1y7ta2/d.162.1	0.015	0.949	TP
d1oeyj_/d.15.2	d1wmha_/d.15.2	0.00285	0.999	TP
d1oi1a2/b.34.9	d2f5ka1/b.34.13	0.0104	0.999	FP
d1oi1a2/b.34.9	d2g3ra1/b.34.9	0.0729	0.900	TP
d1ojta2/c.3.1	d1q1ra1/c.3.1	0.00241	0.999	TP
d1olma2/b.132.1	d1gwma_/b.18.1	0.00439	0.999	FP
d1olma2/b.132.1	d1pgl22/b.121.4	0.0251	0.949	FP
d1olma2/b.132.1	d1rj8a_/b.22.1	0.0265	0.900	FP
d1olma2/b.132.1	d2qqia1/b.18.1	0.0555	0.900	FP
d1olma2/b.132.1	d1f15a_/b.121.4	0.00463	0.900	FP
d1olma2/b.132.1	d1wmxa_/b.18.1	0.0426	0.900	FP
d1olma2/b.132.1	d1oh4a_/b.18.1	0.0426	0.900	FP
d1olma2/b.132.1	d2rj2a_/b.18.1	0.0426	0.900	FP
d2je6i3/d.51.1	d2nn6g3/d.51.1	0.0561	0.900	TP
d2nn6i1/b.40.4	d2nn6h1/b.40.4	0.00392	0.999	TP
d2nn6i1/b.40.4	d3bzka4/b.40.4	0.0104	0.999	TP
d2o03a_/a.4.5	d3ecoa_/a.4.5	0.0599	0.949	TP
d2o03a_/a.4.5	d1mkma1/a.4.5	0.107	0.900	TP
d2o03a_/a.4.5	d1ldja1/a.4.5	0.0561	0.900	TP
d1pjxa_/b.68.6	d1nexb2/b.69.4	0.000253	0.999	FP
d1pjxa_/b.68.6	d2ebsa2/b.69.13	0.00502	0.949	FP
d1pyfa_/c.1.7	d2yr1a_/c.1.10	0.000453	0.999	FP
d1pyfa_/c.1.7	d2rfga_/c.1.10	4.83e-05	0.999	FP
